Date,Open,High,Low,Close,Adj Close,Volume
2015-04-21,43.000000,43.150002,42.529999,42.639999,40.000038,26013800
2015-04-22,42.669998,43.130001,42.549999,42.990002,40.328373,25064300
2015-04-23,42.889999,43.610001,42.799999,43.340000,40.656704,46309500
2015-04-24,45.660000,48.139999,45.650002,47.869999,44.906242,130933700
2015-04-27,47.230000,48.130001,47.220001,48.029999,45.056332,59248200
2015-04-28,47.779999,49.209999,47.700001,49.160000,46.116375,60730800
2015-04-29,48.720001,49.310001,48.500000,49.060001,46.022568,47804600
2015-04-30,48.700001,49.540001,48.599998,48.639999,45.628563,64725500
2015-05-01,48.580002,48.880001,48.400002,48.660000,45.647331,38937300
2015-05-04,48.369999,48.869999,48.180000,48.240002,45.253326,34039500
2015-05-05,47.820000,48.160000,47.310001,47.599998,44.652954,50369200
2015-05-06,47.570000,47.770000,46.020000,46.279999,43.414684,52433000
2015-05-07,46.270000,47.090000,46.160000,46.700001,43.808681,32971700
2015-05-08,47.549999,47.980000,47.520000,47.750000,44.793667,35364900
2015-05-11,47.549999,47.910000,47.369999,47.369999,44.437195,24609400
2015-05-12,46.849998,47.680000,46.419998,47.349998,44.418427,29928300
2015-05-13,48.189999,48.320000,47.570000,47.630001,44.681099,34184600
2015-05-14,48.029999,48.820000,48.029999,48.720001,45.703613,32980900
2015-05-15,48.869999,48.910000,48.049999,48.299999,45.309616,28642700
2015-05-18,47.980000,48.220001,47.610001,48.009998,45.037567,24136500
2015-05-19,47.560001,47.810001,47.180000,47.580002,44.924271,28574800
2015-05-20,47.389999,47.930000,47.270000,47.580002,44.924271,25047900
2015-05-21,47.279999,47.599998,47.009998,47.419998,44.773201,22410700
2015-05-22,47.299999,47.349998,46.820000,46.900002,44.282227,25720600
2015-05-26,46.830002,46.880001,46.189999,46.590000,43.989521,29581900
2015-05-27,46.820000,47.770000,46.619999,47.610001,44.952595,27335600
2015-05-28,47.500000,48.020000,47.389999,47.450001,44.801529,19283700
2015-05-29,47.430000,47.570000,46.590000,46.860001,44.244453,36519600
2015-06-01,47.060001,47.770000,46.619999,47.230000,44.593803,28837300
2015-06-02,46.930000,47.349998,46.619999,46.919998,44.301109,21498300
2015-06-03,47.369999,47.740002,46.820000,46.849998,44.235012,27955200
2015-06-04,46.790001,47.160000,46.200001,46.360001,43.772362,27745500
2015-06-05,46.310001,46.520000,45.840000,46.139999,43.564648,25438100
2015-06-08,46.299999,46.430000,45.669998,45.730000,43.177528,22121600
2015-06-09,45.759998,45.939999,45.459999,45.650002,43.101997,24406100
2015-06-10,45.790001,46.830002,45.689999,46.610001,44.008411,28417400
2015-06-11,46.660000,46.919998,46.130001,46.439999,43.847897,27347800
2015-06-12,46.220001,46.470001,45.900002,45.970001,43.404137,23931000
2015-06-15,45.450001,45.650002,45.020000,45.480000,42.941483,33254500
2015-06-16,45.349998,46.240002,45.299999,45.830002,43.271946,27070300
2015-06-17,45.730000,46.070000,45.360001,45.970001,43.404137,28704100
2015-06-18,46.220001,46.799999,46.169998,46.720001,44.112274,32658300
2015-06-19,46.790001,46.830002,45.990002,46.099998,43.526875,63837000
2015-06-22,46.330002,46.720001,46.160000,46.230000,43.649620,20318100
2015-06-23,46.130001,46.279999,45.619999,45.910000,43.347481,25896500
2015-06-24,45.669998,46.250000,45.549999,45.639999,43.092552,34890900
2015-06-25,46.029999,46.060001,45.500000,45.650002,43.101997,20616000
2015-06-26,45.650002,46.279999,45.029999,45.259998,42.733753,49835300
2015-06-29,45.040001,45.230000,44.360001,44.369999,41.893436,34081700
2015-06-30,44.709999,44.720001,43.939999,44.150002,41.685722,35945400
2015-07-01,44.459999,45.230000,44.099998,44.450001,41.968971,28343900
2015-07-02,44.480000,44.750000,44.060001,44.400002,41.921768,21752000
2015-07-06,43.959999,44.480000,43.950001,44.389999,41.912315,23034000
2015-07-07,44.340000,44.490002,43.320000,44.299999,41.827347,36435800
2015-07-08,44.439999,44.900002,44.029999,44.240002,41.770699,39785900
2015-07-09,44.750000,45.220001,44.500000,44.520000,42.035069,32099800
2015-07-10,45.009998,45.139999,44.570000,44.610001,42.120037,25465800
2015-07-13,44.980000,45.619999,44.950001,45.540001,42.998135,28178300
2015-07-14,45.450001,45.959999,45.310001,45.619999,43.073662,22880300
2015-07-15,45.680000,45.889999,45.430000,45.759998,43.205849,26629600
2015-07-16,46.009998,46.689999,45.970001,46.660000,44.055618,26271700
2015-07-17,46.549999,46.779999,46.259998,46.619999,44.017853,29467100
2015-07-20,46.650002,47.130001,46.439999,46.919998,44.301109,30631900
2015-07-21,46.779999,47.330002,46.480000,47.279999,44.641014,42781900
2015-07-22,45.439999,46.930000,45.200001,45.540001,42.998135,59152400
2015-07-23,45.270000,46.230000,45.099998,46.110001,43.536320,33934000
2015-07-24,45.910000,46.320000,45.799999,45.939999,43.375801,32333200
2015-07-27,45.939999,46.009998,45.250000,45.349998,42.818733,39701400
2015-07-28,45.580002,45.639999,44.790001,45.340000,42.809303,34328900
2015-07-29,45.400002,46.779999,45.259998,46.290001,43.706272,40945900
2015-07-30,46.259998,47.400002,45.930000,46.880001,44.263340,39777900
2015-07-31,47.290001,47.369999,46.500000,46.700001,44.093388,31201500
2015-08-03,46.980000,47.000000,46.450001,46.810001,44.197250,24125900
2015-08-04,46.750000,47.709999,46.680000,47.540001,44.886497,33403900
2015-08-05,47.980000,48.410000,47.540001,47.580002,44.924271,26959700
2015-08-06,47.709999,47.770000,46.330002,46.619999,44.017853,27368000
2015-08-07,46.389999,46.779999,46.259998,46.740002,44.131153,19163000
2015-08-10,46.950001,47.490002,46.840000,47.330002,44.688225,23079900
2015-08-11,46.820000,46.939999,45.900002,46.410000,43.819569,29237400
2015-08-12,46.189999,46.900002,45.709999,46.740002,44.131153,30181400
2015-08-13,47.060001,47.099998,46.490002,46.730000,44.121716,22627200
2015-08-14,46.529999,47.099998,46.520000,47.000000,44.376640,21473400
2015-08-17,46.810001,47.450001,46.570000,47.320000,44.678780,21099700
2015-08-18,46.840000,47.430000,46.700001,47.270000,44.925888,23574100
2015-08-19,46.779999,47.080002,46.299999,46.610001,44.298618,31444000
2015-08-20,46.070000,46.470001,45.660000,45.660000,43.395733,36238200
2015-08-21,45.299999,45.480000,43.070000,43.070000,40.934166,70053100
2015-08-24,40.450001,42.689999,39.720001,41.680000,39.613098,88753700
2015-08-25,42.570000,43.240002,40.389999,40.470001,38.463104,70616600
2015-08-26,42.009998,42.840000,41.060001,42.709999,40.592014,63408000
2015-08-27,43.230000,43.950001,42.930000,43.900002,41.723003,50943200
2015-08-28,43.400002,44.150002,43.389999,43.930000,41.751518,28246700
2015-08-31,43.560001,43.930000,43.099998,43.520000,41.361858,34441700
2015-09-01,42.169998,42.590000,41.660000,41.820000,39.746147,49688900
2015-09-02,42.360001,43.380001,41.880001,43.360001,41.209785,37671500
2015-09-03,43.410000,43.980000,43.279999,43.500000,41.342838,28285200
2015-09-04,42.810001,43.040001,42.200001,42.610001,40.496979,37138800
2015-09-08,43.299999,44.000000,43.200001,43.889999,41.713501,32469800
2015-09-09,44.209999,44.400002,42.910000,43.070000,40.934166,33469500
2015-09-10,43.119999,43.790001,42.750000,43.290001,41.143253,31366600
2015-09-11,43.139999,43.590000,42.939999,43.480000,41.323830,27132500
2015-09-14,43.430000,43.439999,42.860001,43.040001,40.905655,23656000
2015-09-15,43.189999,44.290001,43.080002,43.980000,41.799038,28882200
2015-09-16,43.970001,44.380001,43.840000,44.299999,42.103172,23372200
2015-09-17,44.290001,45.000000,44.080002,44.250000,42.055649,32768200
2015-09-18,43.500000,43.990002,43.330002,43.480000,41.323830,63143700
2015-09-21,43.619999,44.470001,43.599998,44.110001,41.922592,26177200
2015-09-22,43.380001,44.049999,43.310001,43.900002,41.723003,28085900
2015-09-23,43.930000,44.169998,43.509998,43.869999,41.694489,17145200
2015-09-24,43.450001,44.130001,43.270000,43.910000,41.732510,27905600
2015-09-25,44.480000,44.730000,43.759998,43.939999,41.761021,29384600
2015-09-28,43.830002,44.090000,43.209999,43.290001,41.143253,27613800
2015-09-29,43.369999,43.570000,43.049999,43.439999,41.285816,32763600
2015-09-30,43.880001,44.299999,43.660000,44.259998,42.065155,34958900
2015-10-01,44.750000,44.750000,43.750000,44.610001,42.397797,28657900
2015-10-02,44.270000,45.570000,43.919998,45.570000,43.310192,41839000
2015-10-05,45.750000,46.889999,45.700001,46.630001,44.317627,34369300
2015-10-06,46.330002,47.180000,46.220001,46.750000,44.431675,27017200
2015-10-07,47.099998,47.349998,45.950001,46.799999,44.479198,27711500
2015-10-08,46.560001,47.520000,46.500000,47.450001,45.096962,33772700
2015-10-09,47.450001,47.540001,46.919998,47.110001,44.773827,28600600
2015-10-12,46.980000,47.070000,46.500000,47.000000,44.669281,19769100
2015-10-13,46.560001,47.130001,46.560001,46.889999,44.564732,19987800
2015-10-14,46.650002,47.099998,46.529999,46.680000,44.365143,24697800
2015-10-15,47.009998,47.029999,46.529999,47.009998,44.678780,27189400
2015-10-16,47.020000,47.540001,46.900002,47.509998,45.153984,26450300
2015-10-19,47.419998,47.880001,47.020000,47.619999,45.258530,29387600
2015-10-20,47.439999,47.810001,47.020000,47.770000,45.401089,30574000
2015-10-21,47.919998,47.990002,47.110001,47.200001,44.859360,25144300
2015-10-22,47.529999,48.950001,47.090000,48.029999,45.648201,56637100
2015-10-23,52.299999,54.070000,52.250000,52.869999,50.248184,135227100
2015-10-26,52.529999,54.320000,52.500000,54.250000,51.559750,64633300
2015-10-27,53.990002,54.369999,53.580002,53.689999,51.027523,50999900
2015-10-28,53.540001,53.980000,52.860001,53.980000,51.303135,47000800
2015-10-29,53.540001,53.830002,53.220001,53.360001,50.713890,30202100
2015-10-30,53.320000,53.990002,52.619999,52.639999,50.029591,46619800
2015-11-02,52.849998,53.360001,52.619999,53.240002,50.599834,30285000
2015-11-03,52.930000,54.389999,52.900002,54.150002,51.464710,36596900
2015-11-04,54.180000,54.880001,54.060001,54.400002,51.702312,37087800
2015-11-05,54.490002,54.700001,54.000000,54.380001,51.683304,31468500
2015-11-06,54.090000,54.980000,53.959999,54.919998,52.196522,32851200
2015-11-09,54.549999,54.869999,53.560001,54.160000,51.474209,32513100
2015-11-10,54.070000,54.130001,53.270000,53.509998,50.856441,55283700
2015-11-11,53.700001,54.200001,53.459999,53.650002,50.989502,36516300
2015-11-12,53.480000,53.980000,53.189999,53.320000,50.675869,35361100
2015-11-13,53.070000,53.290001,52.529999,52.840000,50.219673,36848200
2015-11-16,53.080002,53.889999,52.849998,53.770000,51.103554,32165200
2015-11-17,53.169998,53.529999,52.849998,52.970001,50.682556,31551300
2015-11-18,53.000000,53.980000,52.980000,53.849998,51.524551,29710000
2015-11-19,53.990002,54.660000,53.779999,53.939999,51.610664,28149200
2015-11-20,54.250000,54.299999,53.270000,54.189999,51.849869,37147600
2015-11-23,54.250000,54.459999,53.750000,54.189999,51.849869,28235900
2015-11-24,53.919998,54.439999,53.580002,54.250000,51.907284,24600000
2015-11-25,54.090000,54.230000,53.689999,53.689999,51.371460,21005100
2015-11-27,53.799999,54.080002,53.790001,53.930000,51.601093,9009100
2015-11-30,54.540001,54.959999,54.000000,54.349998,52.002960,56241400
2015-12-01,54.410000,55.230000,54.299999,55.220001,52.835396,39952800
2015-12-02,55.320000,55.959999,55.060001,55.209999,52.825821,47274900
2015-12-03,55.490002,55.770000,53.930000,54.200001,51.859440,38627800
2015-12-04,54.119999,56.230000,54.099998,55.910000,53.495594,43963700
2015-12-07,55.790001,55.970001,55.290001,55.810001,53.399914,30709800
2015-12-08,55.470001,56.099998,54.990002,55.790001,53.380775,32878000
2015-12-09,55.369999,55.869999,54.509998,54.980000,52.605755,36373200
2015-12-10,55.389999,55.660000,55.009998,55.270000,52.883236,31620700
2015-12-11,54.709999,55.099998,54.009998,54.060001,51.725483,39549500
2015-12-14,54.330002,55.209999,53.680000,55.139999,52.758842,46768900
2015-12-15,55.660000,55.900002,55.090000,55.200001,52.816257,39843000
2015-12-16,55.540001,56.250000,54.759998,56.130001,53.706093,37503300
2015-12-17,56.360001,56.790001,55.529999,55.700001,53.294666,41280900
2015-12-18,55.770000,56.000000,54.029999,54.130001,51.792465,84684200
2015-12-21,54.880001,55.349998,54.230000,54.830002,52.462234,37246300
2015-12-22,54.990002,55.480000,54.500000,55.349998,52.959778,28322200
2015-12-23,55.700001,55.880001,55.439999,55.820000,53.409485,27279800
2015-12-24,55.860001,55.959999,55.430000,55.669998,53.265953,9558500
2015-12-28,55.349998,55.950001,54.980000,55.950001,53.533871,22458300
2015-12-29,56.290001,56.849998,56.060001,56.549999,54.107956,27731400
2015-12-30,56.470001,56.779999,56.290001,56.310001,53.878323,21704500
2015-12-31,56.040001,56.189999,55.419998,55.480000,53.084164,26529600
